begin_date,end_date,duration,avg_tmax,std_tmax,max_tmax,avg_heat_index,year
01/08/2043,03/08/2043,3,47.8,1.2,49.1,122.2,2043
17/08/2043,21/08/2043,5,45.8,2.2,48.4,129.2,2043
11/04/2044,13/04/2044,3,37.2,1.0,38.0,94.5,2044
20/04/2044,22/04/2044,3,37.9,2.6,40.9,102.3,2044
02/05/2044,04/05/2044,3,39.6,1.8,41.4,99.7,2044
11/05/2044,19/05/2044,9,38.6,2.4,42.2,97.8,2044
21/05/2044,26/05/2044,6,41.3,2.2,44.3,103.9,2044
28/06/2044,01/07/2044,4,45.1,1.4,46.9,116.3,2044
04/07/2044,06/07/2044,3,45.2,2.5,48.1,120.1,2044
08/07/2044,10/07/2044,3,44.6,1.5,46.3,118.9,2044
05/08/2044,10/08/2044,6,46.8,3.1,52.0,124.7,2044
09/10/2044,11/10/2044,3,38.0,1.9,39.7,99.9,2044
19/10/2044,30/10/2044,12,37.6,1.0,39.7,96.4,2044
04/05/2045,12/05/2045,9,39.4,2.8,44.5,99.0,2045
19/05/2045,21/05/2045,3,38.1,2.0,40.1,96.8,2045
03/06/2045,06/06/2045,4,46.5,1.1,47.5,118.4,2045
12/06/2045,14/06/2045,3,45.5,0.9,46.5,108.9,2045
16/06/2045,18/06/2045,3,45.3,1.3,46.8,109.9,2045
08/07/2045,10/07/2045,3,47.1,2.5,48.7,132.5,2045
20/08/2045,22/08/2045,3,45.6,1.1,46.7,129.0,2045
24/08/2045,29/08/2045,6,46.7,1.5,49.2,128.4,2045
18/04/2046,20/04/2046,3,36.3,1.9,38.5,92.9,2046
03/05/2046,06/05/2046,4,39.8,1.6,41.8,99.7,2046
14/05/2046,29/05/2046,16,39.1,2.9,44.7,99.4,2046
04/06/2046,06/06/2046,3,44.5,0.6,45.0,111.1,2046
06/07/2046,09/07/2046,4,45.5,1.0,46.7,126.9,2046
20/07/2046,25/07/2046,6,45.7,1.0,47.3,143.9,2046
15/08/2046,17/08/2046,3,48.1,3.6,50.7,125.8,2046
03/10/2046,07/10/2046,5,36.0,0.7,36.9,98.5,2046
09/10/2046,19/10/2046,11,37.2,2.2,42.8,99.9,2046
21/10/2046,23/10/2046,3,37.3,1.5,38.4,106.0,2046
27/10/2046,31/10/2046,5,36.7,1.1,38.1,102.6,2046
27/04/2047,29/04/2047,3,38.9,3.1,42.0,99.1,2047
01/05/2047,06/05/2047,6,39.2,2.9,43.0,98.4,2047
09/05/2047,14/05/2047,6,39.2,2.7,44.2,99.6,2047
16/05/2047,26/05/2047,11,39.3,2.7,42.3,98.6,2047
01/06/2047,03/06/2047,3,45.6,0.6,46.2,113.0,2047
06/06/2047,08/06/2047,3,47.4,1.9,49.3,118.8,2047
14/06/2047,19/06/2047,6,45.7,0.9,47.0,119.6,2047
02/08/2047,04/08/2047,3,47.4,3.9,51.8,126.8,2047
24/10/2047,31/10/2047,8,38.4,3.2,43.4,101.7,2047
20/03/2048,22/03/2048,3,39.9,3.2,43.5,100.0,2048
18/04/2048,20/04/2048,3,37.0,1.7,38.2,95.2,2048
22/04/2048,24/04/2048,3,37.8,2.1,39.2,95.4,2048
03/05/2048,12/05/2048,10,39.6,2.5,43.5,99.8,2048
20/05/2048,23/05/2048,4,38.0,1.7,40.0,96.6,2048
26/05/2048,29/05/2048,4,38.6,0.9,39.9,98.2,2048
19/06/2048,21/06/2048,3,44.1,0.5,44.6,116.2,2048
09/07/2048,13/07/2048,5,44.5,1.0,45.9,115.1,2048
20/07/2048,22/07/2048,3,44.0,0.2,44.3,116.1,2048
09/08/2048,11/08/2048,3,50.3,1.7,52.2,147.5,2048
07/10/2048,09/10/2048,3,36.8,2.2,39.4,108.9,2048
17/04/2049,19/04/2049,3,36.1,0.8,36.9,92.6,2049
28/04/2049,04/05/2049,7,38.0,1.6,40.0,96.3,2049
11/05/2049,14/05/2049,4,37.1,1.5,38.5,94.1,2049
23/05/2049,27/05/2049,5,38.2,2.3,41.5,97.3,2049
05/06/2049,09/06/2049,5,47.4,1.5,49.3,118.2,2049
02/08/2049,05/08/2049,4,47.9,1.3,49.2,139.2,2049
19/08/2049,21/08/2049,3,45.9,1.7,47.7,124.2,2049
18/10/2049,22/10/2049,5,37.0,0.9,38.3,96.1,2049
01/04/2050,05/04/2050,5,39.6,2.6,42.9,98.6,2050
06/05/2050,17/05/2050,12,39.3,1.9,41.9,98.4,2050
23/05/2050,26/05/2050,4,40.1,3.9,44.0,100.8,2050
28/05/2050,30/05/2050,3,37.0,0.9,37.9,94.0,2050
17/06/2050,21/06/2050,5,45.9,1.4,47.6,110.4,2050
09/07/2050,12/07/2050,4,45.1,0.9,46.4,135.5,2050
17/07/2050,21/07/2050,5,45.2,0.6,46.0,120.3,2050
11/08/2050,13/08/2050,3,46.3,1.1,47.3,120.2,2050
24/03/2051,26/03/2051,3,39.5,2.1,41.9,100.9,2051
24/05/2051,26/05/2051,3,37.1,0.4,37.6,94.7,2051
19/06/2051,21/06/2051,3,46.6,1.0,47.3,110.7,2051
03/07/2051,05/07/2051,3,44.7,1.0,45.7,117.9,2051
10/07/2051,15/07/2051,6,45.4,1.1,47.5,114.8,2051
21/07/2051,26/07/2051,6,44.7,1.2,46.9,118.5,2051
01/08/2051,03/08/2051,3,44.4,0.6,45.0,122.0,2051
25/10/2051,27/10/2051,3,36.3,0.3,36.6,96.2,2051
28/04/2052,03/05/2052,6,41.3,4.1,44.7,102.7,2052
05/05/2052,14/05/2052,10,41.0,3.9,47.6,102.0,2052
16/05/2052,24/05/2052,9,38.1,3.6,44.5,96.9,2052
14/06/2052,18/06/2052,5,46.5,1.3,48.3,113.2,2052
16/07/2052,19/07/2052,4,45.1,0.5,45.8,122.7,2052
08/08/2052,10/08/2052,3,47.7,0.5,48.3,132.3,2052
20/08/2052,23/08/2052,4,37.0,2.2,40.3,113.2,2052
25/08/2052,07/09/2052,14,42.6,2.9,48.6,112.4,2052
09/09/2052,17/09/2052,9,41.7,3.2,47.5,114.4,2052
19/09/2052,30/09/2052,12,41.0,2.3,44.4,112.1,2052
02/10/2052,10/10/2052,9,37.1,1.8,40.4,101.6,2052
14/10/2052,17/10/2052,4,36.2,0.6,37.0,95.9,2052
21/10/2052,23/10/2052,3,37.8,0.5,38.3,100.1,2052
18/03/2053,20/03/2053,3,39.2,0.9,39.8,100.3,2053
22/04/2053,24/04/2053,3,38.0,1.4,39.4,97.6,2053
10/05/2053,26/05/2053,17,39.0,2.2,42.3,98.1,2053
19/06/2053,21/06/2053,3,46.7,0.9,47.3,111.4,2053
29/07/2053,31/07/2053,3,45.0,0.5,45.5,132.2,2053
06/08/2053,09/08/2053,4,47.3,3.1,51.8,121.2,2053
19/10/2053,27/10/2053,9,36.6,1.6,40.4,100.9,2053
