begin_date,end_date,duration,avg_tmax,std_tmax,max_tmax,avg_heat_index,year
02/05/2025,06/05/2025,5,38.0,2.3,40.0,95.8,2025
20/05/2025,24/05/2025,5,39.1,1.9,41.9,99.1,2025
24/06/2025,30/06/2025,7,44.5,1.9,48.5,106.5,2025
09/07/2025,11/07/2025,3,43.6,0.7,44.4,122.3,2025
14/08/2025,17/08/2025,4,47.4,2.2,50.5,117.1,2025
04/05/2026,07/05/2026,4,38.0,2.0,39.6,96.1,2026
17/05/2026,23/05/2026,7,37.1,1.5,39.4,95.3,2026
25/05/2026,29/05/2026,5,39.6,1.4,40.7,100.2,2026
02/06/2026,04/06/2026,3,44.6,0.9,45.6,107.9,2026
15/06/2026,19/06/2026,5,43.7,0.2,43.9,106.2,2026
25/06/2026,27/06/2026,3,45.3,1.6,46.7,112.8,2026
03/07/2026,05/07/2026,3,44.9,0.8,45.5,116.7,2026
08/07/2026,10/07/2026,3,45.8,1.7,47.7,116.8,2026
08/08/2026,12/08/2026,5,45.4,1.2,46.7,125.0,2026
18/08/2026,20/08/2026,3,45.4,1.5,47.1,126.9,2026
16/09/2026,03/10/2026,18,39.4,2.8,45.8,105.1,2026
22/10/2026,26/10/2026,5,36.3,0.8,37.5,94.1,2026
03/05/2027,07/05/2027,5,36.0,0.7,37.0,92.6,2027
09/05/2027,20/05/2027,12,40.9,4.2,48.8,100.5,2027
06/06/2027,09/06/2027,4,44.2,0.6,44.7,108.9,2027
12/06/2027,14/06/2027,3,45.3,1.8,46.9,112.9,2027
28/06/2027,01/07/2027,4,44.7,1.3,46.3,111.1,2027
13/07/2027,19/07/2027,7,46.2,2.1,49.2,124.4,2027
06/10/2027,08/10/2027,3,37.7,2.3,40.4,98.4,2027
01/05/2028,03/05/2028,3,39.8,3.2,43.3,99.2,2028
23/05/2028,26/05/2028,4,40.4,1.5,42.4,99.6,2028
03/07/2028,07/07/2028,5,44.9,1.0,46.1,116.0,2028
19/07/2028,24/07/2028,6,44.0,0.9,45.9,134.0,2028
05/08/2028,12/08/2028,8,46.1,2.1,50.0,119.7,2028
14/10/2028,27/10/2028,14,38.6,3.5,48.4,102.3,2028
09/04/2029,12/04/2029,4,38.8,2.7,42.2,96.7,2029
30/04/2029,06/05/2029,7,38.9,2.7,42.5,98.6,2029
09/05/2029,13/05/2029,5,38.0,1.6,40.2,95.5,2029
15/05/2029,17/05/2029,3,36.4,1.1,37.3,94.1,2029
