ZoneName,Month,Day,Hour,PMV,PPD,CLO,OCC,TDryBulb,TWetBulb,MRT,RelHum
Zone_2,1,1,0,-1.3144228929593322,41.013587832747625,0.7499999951999999,0,18.916942408834807,8.198825857053173,16.97294140171871,0.2139013789295186
Zone_2,1,1,1,-1.3103046214775602,40.79971035291779,0.7499999951999999,0,18.803884640112393,8.032603612320669,16.911808128310742,0.2004645383772891
Zone_2,1,1,2,-1.3197621521601273,41.28937468658335,0.7499999951999999,0,19.239575140005382,7.864237390272706,17.328199330828618,0.1901394177466569
Zone_2,1,1,3,-1.3259233529677117,41.60924564906298,0.7499999951999999,0,19.34506526223757,7.7720886004621725,17.41788380424451,0.1847167977679838
Zone_2,1,1,4,-1.3283259233002191,41.73422745475984,0.7499999951999999,0,18.82555437601844,7.730777012675916,16.893184209983374,0.1822084844319135
Zone_2,1,1,5,-1.332912831501132,41.97320084420638,0.7499999951999999,0,18.979850859162283,7.684501222184158,17.031615518003775,0.1798230231431356
Zone_2,1,1,6,-0.9724495529767626,24.97411919636669,0.91992,0,19.27685410407143,7.622046248935897,17.32555800453165,0.1758560767323175
Zone_2,1,1,7,-0.9714661769649088,24.93379265546841,0.91992,0,19.18599854437054,7.596005056029676,17.245862803244705,0.1736648685762161
Zone_2,1,1,8,-0.9554113369336428,24.28147299646017,0.91992,1,19.26492624077192,7.775739034466049,17.38335972915953,0.1830225137868714
Zone_2,1,1,9,-0.9246708268889624,23.05946967446864,0.91992,1,19.147989952175248,8.113975950719883,17.379872807868463,0.2004220945407412
Zone_2,1,1,10,-0.8981524851543269,22.033897213439065,0.91992,1,19.513196569860142,8.360890266005208,17.84621003006745,0.212337854744569
Zone_2,1,1,11,-0.8799138215827194,21.34595004752606,0.91992,1,19.471116937214546,8.510985237862425,17.87841401167786,0.2190057778060938
Zone_2,1,1,12,-0.8556695916984537,20.452685704840963,0.91992,1,19.3403665596815,8.651224579734937,17.862362781717543,0.2231503290934342
Zone_2,1,1,13,-0.8465878643621135,20.123718962666505,0.91992,1,19.495273691151286,8.68954658948556,18.063032222964758,0.2236576048238233
Zone_2,1,1,14,-0.8671363434404155,20.87220229163275,0.91992,1,19.158250928190668,8.62878046235219,17.616975116971858,0.2245233091901525
Zone_2,1,1,15,-0.8783356598554791,21.28651961240187,0.91992,1,18.747825312701437,8.611208853019004,17.143896627620784,0.2261655500671019
Zone_2,1,1,16,-0.8969458798853479,21.98766441225835,0.91992,1,18.832870389977984,8.582277211625332,17.131515253266556,0.2286294915080595
Zone_2,1,1,17,-0.8999111953563433,22.10028065361691,0.91992,1,18.503391124938236,8.621384041261551,16.777613244160182,0.2323557194197257
Zone_2,1,1,18,-0.919442547523224,22.85686309085448,0.91992,0,18.756617109015284,8.545671742323098,16.929797980124114,0.2318998594800338
Zone_2,1,1,19,-0.9332894830790096,23.396678499157392,0.91992,0,18.526661938623068,8.428991393273755,16.641502895051804,0.2267082185484811
Zone_2,1,1,20,-0.9366507692773776,23.52970806705456,0.91992,0,18.524681101850952,8.406214836560032,16.624138029961788,0.225890179805755
Zone_2,1,1,21,-0.9397504458394536,23.65276214419468,0.91992,0,18.47265635516556,8.39814599445982,16.55530421509572,0.2260927942160033
Zone_2,1,1,22,-0.9423544150004756,23.756446161839715,0.91992,0,18.92236631880757,8.391420875525444,16.990756949310892,0.2263118129488578
Zone_2,1,1,23,-0.9513278642077936,24.11614645757254,0.91992,0,18.704035855182116,8.325196055212025,16.732607505141544,0.223660698854891
Zone_2,1,2,0,-0.9618793649528716,24.542452034349434,0.91992,0,18.71802926605406,8.192679747990326,16.711396082847234,0.2162980643675109
Zone_2,1,2,1,-0.970542976415684,24.89610362408849,0.91992,0,18.812672042477846,8.062653151560053,16.781484874616133,0.2086609710544163
Zone_2,1,2,2,-0.979354665401638,25.25858523247689,0.91992,0,19.058229014030562,7.945823629638335,16.99880760538627,0.2020799015730081
