begin_date,end_date,duration,avg_tmin,std_tmin,min_tmin,avg_wind_speed,year
09/01/2086,13/01/2086,5,-2.1,2.1,-4.2,1.7,2086
06/02/2086,10/02/2086,5,-6.1,5.2,-11.6,1.8,2086
23/03/2086,26/03/2086,4,-0.4,1.4,-2.2,2.3,2086
22/12/2086,25/12/2086,4,-2.4,1.7,-4.2,1.4,2086
13/01/2087,15/01/2087,3,-2.0,0.7,-2.6,2.7,2087
18/01/2087,21/01/2087,4,-1.3,0.9,-2.4,1.3,2087
06/02/2087,08/02/2087,3,-1.2,1.6,-3.1,2.0,2087
16/02/2087,21/02/2087,6,-2.9,1.8,-5.4,1.8,2087
26/02/2087,28/02/2087,3,-3.6,3.6,-7.1,2.2,2087
26/12/2087,30/12/2087,5,-1.1,1.4,-2.5,1.6,2087
03/01/2088,13/01/2088,11,-4.5,2.0,-6.4,1.8,2088
17/01/2088,20/01/2088,4,-0.6,0.9,-1.6,1.3,2088
25/02/2088,27/02/2088,3,-1.2,2.1,-2.9,2.0,2088
20/12/2088,22/12/2088,3,0.1,1.1,-1.2,1.5,2088
09/01/2089,12/01/2089,4,-2.3,1.7,-4.0,1.6,2089
08/02/2089,10/02/2089,3,-3.9,2.5,-5.7,1.6,2089
17/02/2089,21/02/2089,5,-4.7,1.7,-6.6,1.8,2089
25/02/2089,02/03/2089,6,-3.1,3.5,-8.1,2.2,2089
20/03/2089,22/03/2089,3,-3.2,1.2,-4.6,2.2,2089
07/01/2090,13/01/2090,7,-1.3,1.1,-2.3,1.7,2090
20/01/2090,24/01/2090,5,-3.6,2.2,-6.2,1.7,2090
26/01/2090,31/01/2090,6,-4.1,1.7,-6.5,1.5,2090
09/02/2090,11/02/2090,3,-2.3,3.5,-6.3,3.0,2090
08/03/2090,10/03/2090,3,0.8,0.8,0.0,1.6,2090
12/01/2091,14/01/2091,3,-1.5,1.3,-2.8,2.0,2091
16/01/2091,19/01/2091,4,-3.5,2.9,-7.6,1.4,2091
21/01/2091,27/01/2091,7,-4.5,2.9,-9.1,1.7,2091
02/02/2091,07/02/2091,6,-3.2,2.4,-6.0,2.1,2091
