begin_date,end_date,duration,avg_tmax,std_tmax,max_tmax,avg_heat_index,year
03/07/2057,06/07/2057,4,38.0,3.0,40.5,116.2,2057
13/07/2057,15/07/2057,3,34.3,1.6,36.2,100.1,2057
18/07/2057,20/07/2057,3,35.0,2.1,37.3,100.3,2057
29/07/2057,10/08/2057,13,36.2,1.4,38.1,110.2,2057
19/06/2058,25/06/2058,7,36.2,2.6,41.0,102.4,2058
01/07/2058,04/07/2058,4,35.3,1.7,37.6,102.2,2058
08/07/2058,10/07/2058,3,33.5,1.6,35.3,95.4,2058
21/07/2058,23/07/2058,3,34.0,0.9,34.9,96.3,2058
28/07/2058,31/07/2058,4,36.0,1.9,38.8,104.2,2058
07/08/2058,09/08/2058,3,33.8,1.8,35.8,103.2,2058
23/06/2059,26/06/2059,4,34.4,1.6,36.3,100.3,2059
06/07/2059,08/07/2059,3,36.9,2.6,38.5,113.0,2059
15/07/2059,17/07/2059,3,33.6,2.1,35.9,97.4,2059
13/08/2059,19/08/2059,7,35.5,2.2,38.0,113.8,2059
21/06/2060,26/06/2060,6,36.2,1.0,37.5,103.8,2060
01/07/2060,06/07/2060,6,36.1,1.8,37.9,106.9,2060
18/07/2060,22/07/2060,5,36.8,2.5,39.7,107.2,2060
08/08/2060,11/08/2060,4,35.6,0.5,36.4,101.7,2060
27/08/2060,29/08/2060,3,33.9,0.9,34.9,117.0,2060
09/06/2061,12/06/2061,4,35.7,1.8,37.7,97.4,2061
25/06/2061,27/06/2061,3,35.0,1.5,36.7,111.0,2061
11/07/2061,16/07/2061,6,36.0,2.0,38.7,103.5,2061
20/07/2061,29/07/2061,10,36.9,2.8,42.9,107.8,2061
03/07/2062,05/07/2062,3,36.4,2.2,38.9,110.2,2062
21/07/2062,24/07/2062,4,38.3,3.6,43.0,110.6,2062
29/07/2062,04/08/2062,7,36.4,1.3,38.0,108.1,2062
06/08/2062,08/08/2062,3,36.2,3.0,39.6,104.2,2062
14/08/2062,16/08/2062,3,37.6,1.6,38.5,106.1,2062
26/06/2063,28/06/2063,3,39.0,1.2,40.1,118.3,2063
11/07/2063,20/07/2063,10,37.5,1.6,39.7,110.9,2063
19/08/2063,26/08/2063,8,38.3,2.8,42.3,109.6,2063
28/08/2063,30/08/2063,3,35.6,1.2,36.9,99.9,2063
30/06/2064,04/07/2064,5,35.8,0.8,37.2,100.7,2064
10/07/2064,13/07/2064,4,36.9,2.6,40.6,103.6,2064
15/07/2064,18/07/2064,4,40.2,4.2,45.0,113.8,2064
26/07/2064,28/07/2064,3,38.1,0.4,38.5,110.3,2064
08/08/2064,14/08/2064,7,38.8,2.1,42.8,106.8,2064
25/08/2064,30/08/2064,6,35.7,1.1,37.1,107.3,2064
06/06/2065,11/06/2065,6,35.6,1.8,38.3,106.9,2065
30/06/2065,03/07/2065,4,35.6,2.0,37.9,103.9,2065
12/07/2065,14/07/2065,3,35.5,2.4,38.2,105.4,2065
22/07/2065,02/08/2065,12,36.6,2.5,41.2,104.3,2065
26/08/2065,30/08/2065,5,36.2,1.7,38.8,122.2,2065
12/06/2066,14/06/2066,3,36.3,0.9,37.3,106.1,2066
01/07/2066,08/07/2066,8,35.7,2.6,41.7,101.6,2066
13/07/2066,27/07/2066,15,37.8,2.1,41.6,110.5,2066
10/08/2066,13/08/2066,4,36.0,1.5,38.1,105.5,2066
05/06/2067,07/06/2067,3,36.4,2.7,38.1,104.3,2067
08/07/2067,11/07/2067,4,36.4,2.3,38.2,107.1,2067
21/07/2067,24/07/2067,4,34.8,1.6,36.1,104.4,2067
31/07/2067,05/08/2067,6,33.5,0.8,34.9,98.1,2067
18/08/2067,23/08/2067,6,35.6,2.0,38.7,107.1,2067
27/08/2067,31/08/2067,5,35.4,1.4,37.6,105.3,2067
04/07/2068,06/07/2068,3,34.6,1.1,35.9,103.1,2068
09/07/2068,22/07/2068,14,37.6,2.9,44.7,109.7,2068
27/07/2068,02/08/2068,7,35.5,2.1,40.1,108.5,2068
01/07/2069,04/07/2069,4,33.9,1.5,36.1,99.9,2069
08/07/2069,11/07/2069,4,35.8,3.6,41.1,107.6,2069
20/07/2069,27/07/2069,8,34.5,2.7,39.3,100.5,2069
01/08/2069,03/08/2069,3,33.8,1.4,34.7,106.6,2069
07/08/2069,12/08/2069,6,34.3,1.7,37.6,99.7,2069
19/07/2070,21/07/2070,3,36.7,1.5,38.0,105.1,2070
24/07/2070,30/07/2070,7,38.0,1.8,40.0,113.5,2070
02/08/2070,16/08/2070,15,38.9,2.6,43.5,114.0,2070
17/06/2071,19/06/2071,3,34.5,0.8,35.3,99.5,2071
27/06/2071,29/06/2071,3,36.8,3.1,40.0,105.7,2071
11/07/2071,13/07/2071,3,36.6,2.7,39.4,106.3,2071
17/07/2071,03/08/2071,18,37.5,3.5,46.8,110.5,2071
15/06/2072,17/06/2072,3,35.5,2.2,37.3,105.2,2072
01/07/2072,05/07/2072,5,34.0,0.9,35.4,107.4,2072
23/07/2072,26/07/2072,4,38.4,2.6,42.1,111.9,2072
28/07/2072,31/07/2072,4,37.4,2.1,39.9,105.8,2072
04/08/2072,07/08/2072,4,35.0,2.6,37.5,102.4,2072
15/08/2072,18/08/2072,4,35.9,1.3,37.2,106.7,2072
01/07/2073,06/07/2073,6,36.4,1.9,38.8,105.3,2073
11/07/2073,14/07/2073,4,35.1,1.1,36.4,103.7,2073
18/07/2073,26/07/2073,9,37.2,1.9,40.4,114.7,2073
28/07/2073,31/07/2073,4,35.8,1.3,37.7,103.7,2073
21/08/2073,23/08/2073,3,36.7,1.3,37.9,117.7,2073
29/08/2073,31/08/2073,3,36.2,1.7,38.1,108.0,2073
23/06/2074,27/06/2074,5,37.0,2.0,40.3,104.5,2074
09/07/2074,11/07/2074,3,36.8,1.0,37.9,110.0,2074
23/07/2074,29/07/2074,7,39.2,3.3,45.8,113.8,2074
04/08/2074,07/08/2074,4,36.8,1.7,38.9,108.2,2074
12/06/2075,14/06/2075,3,38.1,2.9,40.5,104.5,2075
23/06/2075,25/06/2075,3,39.1,1.3,40.4,107.2,2075
07/07/2075,09/07/2075,3,39.1,0.5,39.7,111.1,2075
11/07/2075,14/07/2075,4,36.8,0.9,38.0,108.4,2075
16/07/2075,19/07/2075,4,37.9,2.5,41.4,113.6,2075
28/07/2075,30/07/2075,3,36.2,1.6,38.0,104.3,2075
03/08/2075,05/08/2075,3,36.8,1.9,39.0,110.7,2075
12/08/2075,14/08/2075,3,36.2,1.3,37.4,111.4,2075
18/08/2075,21/08/2075,4,39.1,2.1,41.0,115.2,2075
16/06/2076,18/06/2076,3,34.9,0.0,34.9,100.7,2076
01/07/2076,06/07/2076,6,39.0,1.2,40.5,116.8,2076
09/07/2076,18/07/2076,10,38.4,3.3,43.4,109.6,2076
24/07/2076,26/07/2076,3,38.5,2.0,40.0,120.1,2076
24/07/2077,26/07/2077,3,37.8,1.8,39.4,115.0,2077
11/08/2077,20/08/2077,10,39.5,2.0,41.9,114.9,2077
25/08/2077,31/08/2077,7,36.7,1.4,39.3,104.6,2077
11/07/2078,14/07/2078,4,38.6,2.4,40.7,110.1,2078
16/07/2078,23/07/2078,8,37.6,2.2,41.3,109.6,2078
30/07/2078,04/08/2078,6,36.7,0.9,38.2,107.4,2078
08/08/2078,13/08/2078,6,35.9,0.7,36.7,109.9,2078
21/08/2078,27/08/2078,7,38.0,2.8,42.8,112.5,2078
15/07/2079,23/07/2079,9,38.9,2.3,42.6,112.7,2079
03/08/2079,05/08/2079,3,37.0,1.8,38.0,103.2,2079
09/08/2079,11/08/2079,3,37.3,1.7,39.3,111.4,2079
19/08/2079,28/08/2079,10,39.9,2.2,43.1,119.8,2079
26/06/2080,28/06/2080,3,36.9,2.3,39.3,103.1,2080
09/07/2080,17/07/2080,9,39.0,2.8,43.2,113.5,2080
25/07/2080,28/07/2080,4,38.0,1.3,39.3,105.5,2080
02/08/2080,06/08/2080,5,36.2,1.5,38.4,104.8,2080
13/08/2080,17/08/2080,5,38.7,1.8,40.5,112.0,2080
26/08/2080,31/08/2080,6,37.4,1.4,39.5,110.1,2080
10/07/2081,13/07/2081,4,38.2,1.1,39.1,110.2,2081
15/07/2081,20/07/2081,6,39.7,4.5,47.0,118.9,2081
24/07/2081,31/07/2081,8,39.7,2.5,43.2,113.9,2081
07/08/2081,10/08/2081,4,36.4,1.1,38.0,113.7,2081
26/08/2081,29/08/2081,4,38.3,1.6,40.3,114.5,2081
21/07/2082,23/07/2082,3,36.8,1.5,38.6,106.6,2082
26/07/2082,29/07/2082,4,38.3,1.7,40.7,112.4,2082
08/08/2082,11/08/2082,4,37.8,2.5,41.5,106.0,2082
18/08/2082,21/08/2082,4,37.0,1.4,38.4,107.4,2082
23/08/2082,27/08/2082,5,38.9,2.7,42.0,119.4,2082
08/09/2082,10/09/2082,3,37.3,2.2,39.8,108.6,2082
01/07/2083,05/07/2083,5,37.4,1.9,39.9,110.5,2083
14/07/2083,18/07/2083,5,35.4,1.2,37.2,100.5,2083
29/07/2083,31/07/2083,3,38.2,0.6,38.7,110.1,2083
21/08/2083,27/08/2083,7,37.5,1.9,40.3,111.6,2083
29/08/2083,31/08/2083,3,36.9,1.3,38.4,110.4,2083
02/07/2084,07/07/2084,6,39.8,1.5,41.3,121.9,2084
16/07/2084,24/07/2084,9,38.9,1.9,42.2,113.5,2084
28/07/2084,03/08/2084,7,37.6,2.2,41.4,116.2,2084
13/06/2085,15/06/2085,3,37.9,2.9,41.2,106.3,2085
01/07/2085,04/07/2085,4,38.2,1.0,39.6,114.7,2085
06/07/2085,12/07/2085,7,40.5,3.7,44.4,118.2,2085
16/07/2085,18/07/2085,3,36.5,0.4,36.8,105.3,2085
21/07/2085,25/07/2085,5,36.8,1.7,39.4,104.5,2085
02/07/2086,13/07/2086,12,38.0,2.4,42.3,112.7,2086
15/07/2086,22/07/2086,8,37.6,2.3,41.4,109.6,2086
25/08/2086,28/08/2086,4,38.7,1.6,40.0,110.2,2086
30/06/2087,02/07/2087,3,37.2,0.9,38.0,105.9,2087
04/07/2087,08/07/2087,5,40.3,2.4,43.4,112.0,2087
17/07/2087,21/07/2087,5,37.5,1.6,39.8,104.3,2087
25/07/2087,30/07/2087,6,38.1,2.5,40.7,119.4,2087
06/08/2087,13/08/2087,8,37.6,2.4,42.7,116.5,2087
22/08/2087,24/08/2087,3,36.8,1.1,38.1,115.2,2087
26/08/2087,31/08/2087,6,38.8,2.4,41.3,114.2,2087
22/06/2088,24/06/2088,3,36.8,1.7,38.7,108.8,2088
12/07/2088,20/07/2088,9,38.9,1.7,42.0,111.5,2088
02/08/2088,06/08/2088,5,38.4,2.3,41.3,111.0,2088
13/08/2088,16/08/2088,4,37.6,2.7,41.1,113.9,2088
05/06/2089,08/06/2089,4,37.0,2.5,40.7,107.3,2089
12/07/2089,23/07/2089,12,39.1,3.0,44.2,112.4,2089
25/07/2089,27/07/2089,3,37.9,1.1,38.7,103.5,2089
31/07/2089,03/08/2089,4,35.8,1.2,37.3,106.9,2089
07/08/2089,09/08/2089,3,36.9,2.1,39.0,110.6,2089
13/08/2089,15/08/2089,3,37.1,1.8,38.9,117.0,2089
25/06/2090,01/07/2090,7,36.4,1.4,39.1,103.4,2090
15/07/2090,24/07/2090,10,38.0,1.4,39.8,109.6,2090
02/08/2090,09/08/2090,8,39.7,3.6,47.0,120.4,2090
14/08/2090,23/08/2090,10,38.0,1.7,40.8,114.3,2090
02/07/2091,04/07/2091,3,40.0,2.2,42.4,116.6,2091
09/07/2091,12/07/2091,4,36.8,1.6,38.2,107.7,2091
24/07/2091,27/07/2091,4,37.5,2.2,40.7,105.5,2091
02/08/2091,08/08/2091,7,38.8,2.4,43.4,116.4,2091
12/08/2091,15/08/2091,4,35.5,0.8,36.5,110.0,2091
19/08/2091,21/08/2091,3,36.4,1.6,38.2,112.0,2091
01/07/2092,03/07/2092,3,42.8,3.9,45.3,119.9,2092
07/07/2092,09/07/2092,3,35.9,1.0,36.9,103.9,2092
11/07/2092,19/07/2092,9,39.6,2.7,44.7,115.8,2092
24/08/2092,30/08/2092,7,36.2,1.1,37.6,105.2,2092
