begin_date,end_date,duration,avg_tmax,std_tmax,max_tmax,avg_heat_index,year
31/05/2023,04/06/2023,5,30.3,2.8,33.0,86.8,2023
02/07/2023,05/07/2023,4,30.1,1.9,31.7,87.5,2023
15/07/2023,17/07/2023,3,30.9,2.4,32.8,91.6,2023
25/07/2023,03/08/2023,10,33.5,3.7,40.5,103.1,2023
17/08/2023,20/08/2023,4,29.2,2.1,31.7,88.2,2023
22/06/2024,24/06/2024,3,24.1,0.9,25.1,77.2,2024
06/07/2024,11/07/2024,6,30.4,4.8,36.1,90.0,2024
23/07/2024,27/07/2024,5,28.6,2.1,30.5,86.1,2024
02/08/2024,05/08/2024,4,26.5,2.5,29.4,83.0,2024
11/08/2024,17/08/2024,7,31.3,4.3,36.1,92.9,2024
23/08/2024,25/08/2024,3,28.1,3.3,30.5,84.4,2024
04/07/2025,06/07/2025,3,27.9,1.7,29.4,83.3,2025
28/07/2025,30/07/2025,3,26.1,0.6,26.7,80.8,2025
01/08/2025,04/08/2025,4,26.4,1.1,27.8,81.3,2025
19/08/2025,21/08/2025,3,29.3,2.2,30.5,88.1,2025
23/08/2025,28/08/2025,6,28.3,1.2,29.4,86.3,2025
03/09/2025,11/09/2025,9,29.2,0.7,30.2,87.7,2025
06/07/2026,09/07/2026,4,26.6,1.6,28.8,81.6,2026
03/08/2026,06/08/2026,4,31.4,3.6,35.0,95.2,2026
10/08/2026,17/08/2026,8,31.1,2.7,35.0,92.3,2026
04/09/2026,08/09/2026,5,27.6,3.0,32.4,83.8,2026
28/06/2027,03/07/2027,6,30.4,2.5,34.0,92.4,2027
14/07/2027,16/07/2027,3,29.5,1.3,31.0,85.0,2027
23/07/2027,26/07/2027,4,31.3,0.4,31.6,91.8,2027
04/08/2027,09/08/2027,6,30.2,1.1,31.7,91.0,2027
31/08/2027,02/09/2027,3,28.3,0.3,28.5,85.7,2027
01/06/2028,04/06/2028,4,31.4,2.2,33.2,88.8,2028
01/07/2028,05/07/2028,5,29.7,2.3,32.0,86.8,2028
15/07/2028,17/07/2028,3,31.2,2.4,33.1,92.7,2028
25/07/2028,03/08/2028,10,33.9,3.6,40.8,104.5,2028
17/08/2028,20/08/2028,4,29.6,2.1,32.2,89.2,2028
22/06/2029,24/06/2029,3,24.3,0.9,25.3,77.5,2029
06/07/2029,11/07/2029,6,30.6,4.8,36.4,90.7,2029
23/07/2029,27/07/2029,5,28.8,2.1,30.7,86.7,2029
02/08/2029,05/08/2029,4,26.8,2.5,29.7,83.9,2029
11/08/2029,17/08/2029,7,31.6,4.3,36.5,93.7,2029
23/08/2029,25/08/2029,3,28.4,3.3,30.8,85.0,2029
04/07/2030,06/07/2030,3,28.1,1.7,29.6,83.7,2030
28/07/2030,30/07/2030,3,26.3,0.6,26.9,81.2,2030
01/08/2030,04/08/2030,4,26.6,1.1,28.0,81.7,2030
19/08/2030,21/08/2030,3,29.5,2.2,30.7,88.6,2030
23/08/2030,28/08/2030,6,28.5,1.2,29.6,86.8,2030
03/09/2030,11/09/2030,9,29.4,0.7,30.4,88.1,2030
06/07/2031,09/07/2031,4,26.8,1.6,29.0,82.1,2031
03/08/2031,06/08/2031,4,31.6,3.6,35.2,96.0,2031
10/08/2031,17/08/2031,8,31.3,2.7,35.2,93.0,2031
04/09/2031,08/09/2031,5,27.8,3.0,32.6,84.2,2031
28/06/2032,03/07/2032,6,30.5,2.5,34.1,92.8,2032
14/07/2032,16/07/2032,3,29.7,1.3,31.2,85.4,2032
23/07/2032,26/07/2032,4,31.5,0.4,31.8,92.3,2032
04/08/2032,09/08/2032,6,30.3,1.1,31.8,91.3,2032
31/08/2032,02/09/2032,3,28.4,0.3,28.7,86.1,2032
01/06/2033,04/06/2033,4,31.6,2.2,33.4,89.2,2033
01/07/2033,05/07/2033,5,29.9,2.3,32.2,87.2,2033
15/07/2033,17/07/2033,3,31.4,2.4,33.3,93.3,2033
25/07/2033,03/08/2033,10,34.1,3.7,41.1,105.2,2033
17/08/2033,20/08/2033,4,29.8,2.1,32.4,89.8,2033
22/06/2034,24/06/2034,3,24.4,0.9,25.4,77.6,2034
06/07/2034,11/07/2034,6,30.8,4.8,36.6,91.2,2034
23/07/2034,27/07/2034,5,29.1,2.1,30.9,87.2,2034
02/08/2034,05/08/2034,4,27.0,2.5,29.9,84.4,2034
11/08/2034,17/08/2034,7,31.8,4.3,36.7,94.3,2034
23/08/2034,25/08/2034,3,28.6,3.3,31.0,85.4,2034
04/07/2035,06/07/2035,3,28.4,1.7,29.9,84.3,2035
28/07/2035,30/07/2035,3,26.6,0.6,27.2,81.9,2035
01/08/2035,04/08/2035,4,26.9,1.1,28.4,82.3,2035
19/08/2035,21/08/2035,3,29.8,2.2,31.0,89.4,2035
23/08/2035,28/08/2035,6,28.8,1.2,29.9,87.6,2035
03/09/2035,11/09/2035,9,29.6,0.7,30.6,88.7,2035
06/07/2036,09/07/2036,4,27.2,1.6,29.3,82.8,2036
03/08/2036,06/08/2036,4,31.9,3.6,35.5,97.0,2036
10/08/2036,17/08/2036,8,31.6,2.7,35.5,93.9,2036
04/09/2036,08/09/2036,5,28.1,3.0,32.9,84.9,2036
28/06/2037,03/07/2037,6,30.7,2.5,34.3,93.5,2037
14/07/2037,16/07/2037,3,29.9,1.3,31.4,85.9,2037
23/07/2037,26/07/2037,4,31.7,0.4,32.0,93.0,2037
04/08/2037,09/08/2037,6,30.6,1.1,32.1,92.2,2037
31/08/2037,02/09/2037,3,28.6,0.3,28.9,86.7,2037
01/06/2038,04/06/2038,4,31.7,2.2,33.5,89.6,2038
01/07/2038,05/07/2038,5,30.2,2.3,32.4,87.7,2038
15/07/2038,17/07/2038,3,31.7,2.4,33.5,93.9,2038
25/07/2038,03/08/2038,10,34.3,3.7,41.3,106.0,2038
17/08/2038,20/08/2038,4,30.0,2.1,32.6,90.4,2038
22/06/2039,24/06/2039,3,24.6,0.9,25.7,78.0,2039
06/07/2039,11/07/2039,6,31.0,4.8,36.8,91.9,2039
23/07/2039,27/07/2039,5,29.3,2.1,31.1,87.9,2039
02/08/2039,05/08/2039,4,27.2,2.5,30.1,85.1,2039
11/08/2039,17/08/2039,7,32.0,4.3,36.9,95.1,2039
23/08/2039,25/08/2039,3,28.8,3.3,31.2,85.9,2039
04/07/2040,06/07/2040,3,28.6,1.7,30.0,84.6,2040
28/07/2040,30/07/2040,3,26.7,0.6,27.3,82.1,2040
01/08/2040,04/08/2040,4,27.1,1.1,28.6,82.7,2040
19/08/2040,21/08/2040,3,30.0,2.2,31.2,90.0,2040
23/08/2040,28/08/2040,6,29.0,1.2,30.1,88.2,2040
